booking_id,session_id,hotel_id,provider_name,nights,booking_price_eur,commission_eur,booking_status
509,6145,158,HRS,6,665.7,68.5,confirmed
510,6156,211,Booking.com,6,876.06,77.45,confirmed
511,6179,131,Agoda,1,151.59,14.11,confirmed
512,6188,200,Agoda,3,329.54,30.47,confirmed
513,6204,219,Hotels.com,1,123.09,14.1,confirmed
514,6225,155,Agoda,2,331.94,38.46,confirmed
515,6234,4,Agoda,3,395.62,47.92,confirmed
516,6243,115,Agoda,3,345.69,33.4,cancelled
517,6260,111,Booking.com,1,97.51,12.18,confirmed
518,6266,43,Agoda,4,448.3,60.53,confirmed
519,6267,154,Agoda,2,233.78,29.94,confirmed
520,6270,16,HRS,6,794.06,77.08,confirmed
521,6284,215,HRS,3,366.13,36.95,confirmed
522,6285,182,Agoda,3,207.08,20.97,confirmed
523,6288,16,Agoda,1,124.52,11.2,confirmed
524,6293,118,Booking.com,1,141.72,19.48,confirmed
525,6309,152,HRS,6,754.33,110.42,confirmed
526,6329,68,Booking.com,4,587.84,51.17,confirmed
527,6384,159,Expedia,7,879.06,92.91,cancelled
528,6398,52,HRS,5,851.85,115.89,cancelled
529,6410,130,Booking.com,2,215.65,20.45,confirmed
530,6416,184,Agoda,7,706.75,78.08,confirmed
531,6426,83,Agoda,5,585.02,47.34,confirmed
532,6428,95,Agoda,2,168.38,25.17,confirmed
533,6429,180,Agoda,6,717.43,74.19,confirmed
534,6432,17,Expedia,2,236.12,28.12,confirmed
535,6505,68,Hotels.com,4,639.65,62.29,confirmed
536,6515,19,Hotels.com,4,432.47,40.79,confirmed
537,6527,153,Agoda,6,693.24,84.55,cancelled
538,6532,21,Booking.com,4,501.85,60.63,confirmed
539,6537,101,Agoda,4,527.33,71.87,confirmed
540,6545,33,Expedia,6,927.09,104.37,confirmed
541,6552,95,Booking.com,5,420.65,37.14,cancelled
542,6559,185,Expedia,5,665.6,80.69,confirmed
543,6569,27,Expedia,1,173.42,22.04,confirmed
544,6572,189,HRS,6,1030.03,82.57,confirmed
545,6578,146,Agoda,5,583.74,69.27,confirmed
546,6594,207,Expedia,1,136.38,17.11,confirmed
547,6599,102,Booking.com,1,153.24,16.76,confirmed
548,6600,184,Booking.com,7,680.37,91.95,confirmed
549,6611,4,Hotels.com,3,399.74,39.51,cancelled
550,6612,156,HRS,6,731.3,65.38,confirmed
551,6619,152,HRS,1,134.08,19.01,confirmed
552,6640,18,Expedia,7,672.87,65.6,confirmed
553,6646,102,Agoda,4,625.58,69.36,confirmed
554,6648,137,Agoda,2,276.36,32.21,confirmed
555,6651,207,Expedia,4,512.6,55.7,confirmed
556,6654,94,Agoda,4,355.02,37.44,confirmed
557,6679,115,HRS,5,571.21,68.6,confirmed
558,6685,100,Expedia,3,411.85,56.67,cancelled
559,6690,129,Agoda,7,727.33,74.8,confirmed
560,6695,105,HRS,4,570.26,62.37,confirmed
561,6699,174,Booking.com,5,597.67,72.57,confirmed
562,6703,43,Hotels.com,1,121.15,11.08,cancelled
563,6711,196,Booking.com,4,564.15,71.43,confirmed
564,6722,89,Hotels.com,7,874.02,110.78,confirmed
565,6735,155,Hotels.com,4,711.0,73.08,confirmed
566,6747,162,HRS,2,321.56,36.83,confirmed
567,6750,131,Agoda,4,634.45,73.2,confirmed
568,6753,61,Booking.com,1,135.87,11.68,confirmed
569,6756,93,Expedia,7,802.37,64.34,confirmed
570,6757,7,HRS,7,1055.83,99.08,confirmed
571,6763,165,Booking.com,1,150.94,22.35,confirmed
572,6780,49,Expedia,4,502.03,57.77,confirmed
573,6782,104,Agoda,3,419.74,51.24,confirmed
574,6783,113,Booking.com,4,491.14,45.04,confirmed
575,6792,70,Expedia,4,524.75,43.68,cancelled
576,6806,48,Hotels.com,7,1057.1,122.96,confirmed
577,6814,69,Expedia,5,791.33,64.52,confirmed
578,6830,94,Expedia,3,279.97,41.13,confirmed
579,6844,2,Expedia,4,397.94,53.29,confirmed
580,6848,24,Agoda,7,817.94,108.58,confirmed
581,6852,97,Booking.com,5,543.23,65.57,confirmed
582,6864,140,Expedia,5,523.67,67.58,confirmed
583,6883,62,Agoda,7,955.02,111.22,confirmed
584,6885,85,Hotels.com,6,727.97,63.17,confirmed
585,6891,121,Expedia,6,590.61,72.7,cancelled
586,6892,83,Hotels.com,1,103.96,14.39,confirmed
587,6896,135,Hotels.com,7,1089.62,125.43,confirmed
588,6902,149,Hotels.com,3,240.1,31.62,confirmed
589,6906,153,Hotels.com,1,126.87,11.87,confirmed
590,6907,216,Booking.com,7,994.45,131.81,confirmed
591,6913,129,Expedia,3,281.69,31.18,confirmed
592,6915,25,HRS,2,287.59,34.48,confirmed
593,6940,12,Hotels.com,6,772.3,73.23,confirmed
594,6942,161,Expedia,4,378.25,51.6,confirmed
595,6943,166,Booking.com,5,588.73,66.5,confirmed
596,6949,190,HRS,1,142.22,14.85,confirmed
597,6965,19,Agoda,2,237.9,20.89,confirmed
598,6994,84,HRS,7,1001.35,148.13,confirmed
599,6999,104,Booking.com,1,130.07,11.06,confirmed
600,7004,2,Expedia,4,405.96,42.7,confirmed
601,7056,216,Booking.com,3,422.39,39.45,confirmed
602,7057,16,HRS,4,564.8,73.47,confirmed
603,7062,115,Booking.com,4,433.52,40.84,confirmed
604,7068,158,Booking.com,7,825.45,102.59,confirmed
605,7082,178,Booking.com,1,123.95,15.35,cancelled
606,7098,164,Hotels.com,5,768.12,91.85,confirmed
607,7107,65,Agoda,5,464.27,41.64,confirmed
608,7123,130,Hotels.com,7,698.12,60.78,confirmed
609,7149,122,Hotels.com,4,470.71,56.8,confirmed
610,7151,177,Expedia,1,89.85,10.01,confirmed
611,7167,50,Booking.com,7,908.88,94.4,confirmed
612,7168,196,Hotels.com,7,916.85,87.58,confirmed
613,7182,219,HRS,1,137.62,13.68,confirmed
614,7186,69,Hotels.com,3,507.98,52.0,confirmed
615,7211,160,Expedia,6,451.44,53.01,confirmed
616,7225,141,HRS,3,397.49,43.59,confirmed
617,7226,66,Agoda,5,363.0,41.91,cancelled
618,7236,58,Agoda,5,834.42,88.57,cancelled
619,7239,120,Hotels.com,2,202.87,29.38,confirmed
620,7251,216,Expedia,5,757.86,63.5,confirmed
621,7253,105,HRS,2,239.91,20.53,confirmed
622,7255,112,Expedia,2,276.51,31.63,confirmed
623,7293,27,Agoda,7,1268.61,130.41,confirmed
624,7319,140,Agoda,6,642.85,85.73,confirmed
625,7326,171,Hotels.com,3,239.99,26.38,confirmed
626,7333,91,HRS,5,574.3,60.3,cancelled
627,7336,15,Agoda,1,85.69,12.08,confirmed
628,7376,10,Booking.com,4,660.08,76.85,confirmed
629,7377,1,Expedia,7,1052.49,154.72,confirmed
630,7378,132,Hotels.com,3,465.22,39.92,confirmed
631,7383,199,Booking.com,3,402.16,41.82,confirmed
632,7386,209,HRS,6,770.41,74.68,confirmed
633,7413,2,Hotels.com,3,305.22,35.09,cancelled
634,7417,38,HRS,6,773.11,68.82,confirmed
635,7440,164,Agoda,3,463.63,68.19,confirmed
636,7447,7,Expedia,4,667.59,80.48,confirmed
637,7449,34,HRS,6,885.46,71.47,confirmed
638,7459,132,Agoda,1,145.75,13.92,confirmed
639,7467,174,Hotels.com,5,611.86,58.01,confirmed
640,7472,29,Booking.com,1,134.81,11.08,confirmed
641,7492,30,Booking.com,7,688.2,87.24,confirmed
642,7503,65,Expedia,7,679.61,55.75,confirmed
643,7504,23,Agoda,7,802.04,94.52,confirmed
644,7509,218,HRS,4,595.87,64.47,confirmed
645,7517,57,Agoda,7,991.47,84.6,confirmed
646,7526,132,Hotels.com,5,681.07,89.22,confirmed
647,7535,142,Agoda,3,494.59,46.0,confirmed
648,7543,186,HRS,4,568.74,78.28,confirmed
649,7565,161,Hotels.com,6,578.99,47.12,confirmed
650,7567,32,Hotels.com,1,144.51,19.86,cancelled
651,7593,85,HRS,7,852.11,73.82,confirmed
652,7599,220,Hotels.com,2,266.77,38.04,confirmed
653,7600,191,Agoda,3,372.4,37.32,confirmed
654,7605,198,Expedia,1,138.71,19.37,confirmed
655,7614,208,Expedia,2,264.51,26.32,confirmed
656,7649,70,Booking.com,2,318.58,46.2,confirmed
657,7664,176,Agoda,4,471.09,53.15,confirmed
658,7706,188,Booking.com,1,136.45,13.76,confirmed
659,7727,50,Agoda,7,902.21,76.69,cancelled
660,7728,217,Hotels.com,5,592.97,64.4,confirmed
661,7730,211,Booking.com,7,1254.23,127.4,confirmed
662,7749,41,Booking.com,3,367.61,38.37,confirmed
663,7753,26,HRS,5,476.29,70.96,confirmed
664,7760,73,HRS,4,452.82,40.73,confirmed
665,7777,121,Expedia,4,455.87,48.42,confirmed
666,7788,142,Booking.com,3,488.84,43.72,confirmed
667,7793,101,Expedia,3,387.4,54.17,confirmed
668,7794,82,HRS,5,498.84,48.52,confirmed
669,7806,40,Agoda,2,177.44,24.63,confirmed
670,7830,76,Expedia,7,1062.0,97.48,confirmed
671,7836,178,Expedia,6,742.35,98.12,confirmed
672,7840,75,Agoda,1,138.17,17.98,confirmed
673,7857,126,Agoda,4,676.84,67.55,confirmed
674,7879,181,Booking.com,3,361.26,48.52,confirmed
675,7880,205,Hotels.com,2,273.31,39.44,confirmed
676,7890,54,Agoda,2,215.0,17.96,confirmed
677,7891,117,Agoda,5,481.56,41.02,confirmed
678,7899,73,Expedia,5,618.69,73.99,confirmed
679,7912,209,Hotels.com,7,897.04,76.11,confirmed
680,7929,34,HRS,5,785.49,70.46,confirmed
681,7931,155,Booking.com,3,508.14,55.81,confirmed
682,7935,35,Agoda,4,497.26,56.48,confirmed
683,7956,4,Hotels.com,5,637.15,87.72,confirmed
684,7966,181,HRS,4,477.14,41.19,confirmed
685,7970,59,Expedia,2,213.89,25.8,cancelled
686,7972,8,HRS,6,955.39,83.53,confirmed
687,8014,170,Booking.com,1,165.29,16.46,confirmed
688,8017,13,Expedia,3,343.04,46.06,confirmed
689,8057,104,Hotels.com,4,548.13,70.96,confirmed
690,8069,54,Agoda,2,215.07,22.57,confirmed
691,8087,135,Hotels.com,5,814.06,119.11,confirmed
692,8113,57,Hotels.com,2,300.89,31.81,confirmed
693,8128,82,HRS,1,105.65,12.37,confirmed
694,8138,53,HRS,5,567.66,80.39,confirmed
695,8162,122,Expedia,7,788.14,92.74,confirmed
696,8176,108,HRS,2,230.83,22.27,confirmed
697,8182,83,Agoda,6,662.99,54.97,confirmed
698,8202,114,HRS,7,1230.71,140.07,confirmed
699,8219,118,Booking.com,4,544.41,52.48,confirmed
700,8220,168,Hotels.com,1,128.52,10.38,confirmed
701,8230,160,Expedia,7,544.78,65.57,confirmed
702,8242,11,Agoda,4,521.43,47.25,confirmed
703,8271,64,HRS,3,542.87,66.54,confirmed
704,8276,48,Booking.com,6,967.03,138.03,confirmed
705,8297,52,Expedia,3,534.72,51.89,confirmed
706,8304,5,HRS,2,280.25,41.26,confirmed
707,8306,20,HRS,2,288.77,30.1,confirmed
708,8331,35,HRS,6,839.15,68.72,confirmed
709,8332,68,Hotels.com,5,720.73,75.87,confirmed
710,8392,44,Expedia,5,713.21,93.45,confirmed
711,8419,45,HRS,5,653.67,68.8,confirmed
712,8429,86,Expedia,7,762.8,72.76,confirmed
713,8431,169,Booking.com,3,479.4,44.7,confirmed
714,8441,132,HRS,5,743.11,70.11,confirmed
715,8457,158,Booking.com,3,341.31,46.09,confirmed
716,8465,60,HRS,2,269.69,24.58,confirmed
717,8473,50,Hotels.com,6,799.04,99.91,confirmed
718,8479,64,HRS,6,1047.18,127.6,confirmed
719,8481,34,HRS,2,294.86,35.51,cancelled
720,8489,25,Hotels.com,7,1072.05,130.9,confirmed
721,8491,59,Agoda,2,235.25,22.93,confirmed
722,8502,72,Expedia,2,297.17,34.79,confirmed
723,8503,84,Expedia,2,284.01,26.85,confirmed
724,8507,152,Hotels.com,6,803.5,71.66,confirmed
725,8567,62,Expedia,5,712.82,92.56,confirmed
726,8575,157,Booking.com,3,375.44,42.34,confirmed
727,8577,213,HRS,3,351.19,40.27,confirmed
728,8592,162,HRS,7,1021.89,82.33,confirmed
729,8608,210,Hotels.com,6,1027.74,143.91,confirmed
730,8621,32,Agoda,7,1072.5,87.74,confirmed
731,8622,111,Expedia,6,591.95,55.32,confirmed
732,8625,133,Hotels.com,3,311.73,38.51,cancelled
733,8644,39,Booking.com,7,798.42,89.41,confirmed
734,8652,7,Agoda,2,315.15,36.52,confirmed
735,8675,158,Agoda,1,110.47,14.84,confirmed
736,8696,110,Hotels.com,3,398.96,47.5,confirmed
737,8703,147,HRS,4,457.69,55.8,confirmed
738,8705,129,Hotels.com,3,326.08,43.83,confirmed
739,8715,24,Hotels.com,4,476.4,66.69,confirmed
740,8717,158,HRS,2,228.54,30.76,confirmed
741,8755,207,Agoda,1,135.78,12.2,confirmed
742,8764,36,Agoda,3,358.36,35.36,confirmed
743,8767,55,Agoda,2,296.48,32.84,confirmed
744,8772,112,Hotels.com,2,293.07,42.7,confirmed
745,8784,199,Agoda,4,502.93,53.93,confirmed
746,8792,20,Hotels.com,7,1061.92,102.06,confirmed
747,8797,18,Hotels.com,5,533.92,79.61,confirmed
748,8799,171,HRS,1,85.75,11.85,confirmed
749,8813,216,HRS,6,867.08,110.26,confirmed
750,8817,14,Hotels.com,5,561.14,54.94,confirmed
751,8824,166,Expedia,2,255.03,33.6,confirmed
752,8835,21,Booking.com,6,786.54,112.18,confirmed
753,8848,220,Agoda,3,365.88,53.42,confirmed
754,8863,82,HRS,6,611.01,79.98,confirmed
755,8871,81,Agoda,6,1008.22,121.11,confirmed
756,8901,26,Hotels.com,6,565.4,84.24,confirmed
757,8909,33,Booking.com,7,1139.34,154.38,confirmed
758,8912,21,Agoda,3,400.53,39.99,confirmed
759,8929,211,Expedia,6,1040.2,145.66,confirmed
760,8961,163,Agoda,4,373.4,50.18,confirmed
761,8989,205,Booking.com,7,868.23,114.16,confirmed
762,8991,15,Expedia,1,83.03,10.33,confirmed
