session_id,session_date,device_type,traffic_source,city_searched,nights_searched,hotels_viewed,session_duration_sec
2027,2026-08-12,tablet,affiliate,Amsterdam,1,16,234.8
2028,2026-03-05,desktop,affiliate,Cologne,5,13,40.6
2029,2026-03-22,desktop,organic_search,Hamburg,1,22,220.7
2030,2026-04-23,desktop,direct,Amsterdam,1,6,61.1
2031,2026-01-01,mobile,organic_search,Zurich,1,11,103.4
2032,2026-07-28,mobile,direct,Cologne,6,4,269.5
2033,2026-02-12,tablet,organic_search,Berlin,4,16,34.9
2034,2026-06-15,mobile,paid_search,Vienna,3,24,183.0
2035,2026-01-08,mobile,paid_search,Amsterdam,5,24,66.3
2036,2026-02-02,mobile,email,Hamburg,1,20,128.6
2037,2026-06-14,mobile,paid_search,Salzburg,7,16,75.0
2038,2026-01-15,mobile,affiliate,Rome,1,3,23.0
2039,2026-02-04,mobile,organic_search,Amsterdam,2,18,123.9
2040,2026-02-19,tablet,organic_search,Rome,6,12,52.4
2041,2026-04-27,tablet,organic_search,Berlin,1,22,22.9
2042,2026-02-22,tablet,organic_search,Paris,2,23,13.8
2043,2026-02-15,mobile,direct,Paris,2,13,139.7
2044,2026-02-15,desktop,paid_search,Zurich,1,24,7.1
2045,2026-07-29,mobile,paid_search,Salzburg,4,4,117.1
2046,2026-07-17,mobile,affiliate,Hamburg,6,19,44.4
2047,2026-03-13,mobile,email,Amsterdam,1,12,137.7
2048,2026-06-06,mobile,paid_search,Zurich,3,15,22.6
2049,2026-06-18,mobile,direct,Barcelona,6,5,38.6
2050,2026-03-01,mobile,organic_search,Hamburg,5,12,97.6
2051,2026-05-22,mobile,paid_search,Berlin,5,22,102.6
2052,2026-01-15,mobile,affiliate,Vienna,1,21,34.1
2053,2026-04-01,desktop,affiliate,Munich,6,20,138.9
2054,2026-05-25,mobile,email,Rome,5,10,66.4
2055,2026-07-03,desktop,direct,Munich,7,19,107.4
2056,2026-04-01,mobile,email,Hamburg,4,6,164.9
2057,2026-01-28,mobile,organic_search,Munich,6,12,93.2
2058,2026-06-21,mobile,paid_search,Rome,4,10,121.9
2059,2026-06-22,tablet,direct,Munich,6,19,95.0
2060,2026-01-25,desktop,direct,Vienna,4,13,136.3
2061,2026-02-13,desktop,organic_search,Paris,5,15,4.0
2062,2026-03-09,mobile,direct,Cologne,4,5,92.0
2063,2026-01-20,mobile,organic_search,Frankfurt,2,5,198.6
2064,2026-07-09,desktop,direct,Amsterdam,2,24,111.2
2065,2026-08-23,mobile,paid_search,Munich,2,6,46.5
2066,2026-07-23,mobile,paid_search,Salzburg,5,4,112.2
2067,2026-02-11,mobile,affiliate,Amsterdam,7,21,140.3
2068,2026-03-07,desktop,affiliate,Frankfurt,2,10,130.2
2069,2026-03-06,mobile,email,Frankfurt,3,22,48.3
2070,2026-04-22,mobile,paid_search,Munich,3,10,83.5
2071,2026-01-03,mobile,paid_search,Hamburg,4,17,136.2
2072,2026-02-24,mobile,paid_search,Cologne,6,9,84.4
2073,2026-06-13,mobile,direct,Paris,2,8,330.8
2074,2026-06-09,mobile,direct,Munich,2,20,142.9
2075,2026-07-03,desktop,organic_search,Rome,1,22,97.3
2076,2026-04-13,mobile,paid_search,Cologne,1,3,85.6
2077,2026-01-05,desktop,direct,Zurich,4,22,39.7
2078,2026-08-25,mobile,organic_search,Barcelona,2,8,72.1
2079,2026-05-06,mobile,organic_search,Vienna,5,18,175.8
2080,2026-08-09,desktop,email,Paris,2,16,130.0
2081,2026-07-25,desktop,affiliate,Munich,7,19,159.6
2082,2026-01-30,desktop,organic_search,Zurich,2,8,55.9
2083,2026-07-10,mobile,affiliate,Vienna,3,5,141.8
2084,2026-06-06,desktop,email,Salzburg,7,10,82.1
2085,2026-07-14,mobile,organic_search,Frankfurt,3,19,36.2
2086,2026-06-20,mobile,organic_search,Rome,6,5,215.4
2087,2026-01-17,mobile,paid_search,Salzburg,7,22,131.1
2088,2026-01-26,mobile,direct,Rome,4,4,149.9
2089,2026-03-10,desktop,paid_search,Frankfurt,5,17,19.2
2090,2026-02-19,mobile,email,Berlin,1,20,43.9
2091,2026-05-07,mobile,organic_search,Salzburg,2,23,39.9
2092,2026-08-29,tablet,organic_search,Paris,1,18,51.1
2093,2026-05-04,mobile,direct,Salzburg,7,4,209.4
2094,2026-03-23,mobile,paid_search,Paris,7,5,42.8
2095,2026-07-03,tablet,paid_search,Munich,1,6,124.3
2096,2026-04-28,mobile,email,Amsterdam,4,11,118.0
2097,2026-08-11,mobile,organic_search,Hamburg,5,24,51.0
2098,2026-04-15,mobile,paid_search,Berlin,4,10,223.0
2099,2026-06-23,mobile,affiliate,Vienna,7,22,88.7
2100,2026-01-20,mobile,affiliate,Zurich,1,5,184.7
2101,2026-04-27,mobile,paid_search,Rome,1,8,76.1
2102,2026-04-15,desktop,paid_search,Salzburg,7,21,56.9
2103,2026-05-23,mobile,organic_search,Paris,4,23,17.2
2104,2026-07-05,desktop,organic_search,Salzburg,5,18,106.0
2105,2026-01-01,desktop,organic_search,Salzburg,3,4,238.7
2106,2026-03-15,tablet,paid_search,Hamburg,2,14,139.1
2107,2026-04-20,mobile,affiliate,Salzburg,3,12,137.3
2108,2026-06-06,mobile,organic_search,Paris,5,21,190.7
2109,2026-01-28,tablet,affiliate,Salzburg,2,7,133.7
2110,2026-06-19,tablet,paid_search,Zurich,1,24,40.9
2111,2026-06-27,desktop,organic_search,Cologne,7,23,75.0
2112,2026-05-11,mobile,organic_search,Rome,6,22,136.7
2113,2026-07-09,tablet,paid_search,Vienna,2,24,214.8
2114,2026-05-05,mobile,organic_search,Frankfurt,1,18,97.3
2115,2026-08-30,mobile,direct,Salzburg,1,5,162.9
2116,2026-01-13,desktop,organic_search,Amsterdam,7,6,52.9
2117,2026-04-23,mobile,direct,Rome,1,22,310.6
2118,2026-06-24,mobile,organic_search,Salzburg,1,21,141.2
2119,2026-01-22,desktop,direct,Frankfurt,1,4,123.6
2120,2026-06-11,desktop,paid_search,Cologne,4,16,135.4
2121,2026-02-03,desktop,email,Hamburg,4,23,427.7
2122,2026-05-26,mobile,direct,Cologne,3,11,40.7
2123,2026-08-08,mobile,paid_search,Munich,2,23,36.4
2124,2026-02-28,desktop,affiliate,Barcelona,7,9,77.1
2125,2026-02-17,desktop,email,Cologne,7,20,30.1
2126,2026-05-29,desktop,email,Paris,2,11,11.0
2127,2026-03-29,mobile,organic_search,Salzburg,6,3,162.3
2128,2026-07-11,mobile,direct,Munich,4,10,136.0
2129,2026-02-02,mobile,direct,Paris,5,8,203.8
2130,2026-07-11,mobile,email,Amsterdam,6,14,17.3
2131,2026-07-18,desktop,direct,Hamburg,2,14,202.9
2132,2026-07-01,mobile,organic_search,Barcelona,7,24,88.9
2133,2026-03-14,mobile,organic_search,Berlin,7,12,141.2
2134,2026-06-25,desktop,paid_search,Munich,5,4,205.6
2135,2026-04-01,mobile,paid_search,Cologne,2,12,179.8
2136,2026-04-14,desktop,paid_search,Amsterdam,3,21,184.2
2137,2026-06-29,mobile,email,Zurich,7,18,138.7
2138,2026-08-13,mobile,email,Cologne,6,23,193.0
2139,2026-05-25,mobile,direct,Paris,3,6,43.4
2140,2026-08-25,mobile,paid_search,Amsterdam,7,24,24.5
2141,2026-05-25,tablet,direct,Amsterdam,5,16,21.0
2142,2026-07-22,desktop,email,Berlin,6,15,211.4
2143,2026-01-13,mobile,direct,Barcelona,5,6,17.8
2144,2026-02-17,mobile,direct,Munich,7,5,141.0
2145,2026-02-22,mobile,organic_search,Zurich,4,8,23.2
2146,2026-03-19,mobile,paid_search,Cologne,1,19,193.9
2147,2026-03-08,mobile,direct,Paris,3,16,24.0
2148,2026-06-19,mobile,affiliate,Paris,4,16,16.0
2149,2026-08-29,desktop,direct,Zurich,2,18,25.1
2150,2026-02-11,desktop,paid_search,Vienna,4,18,20.8
2151,2026-02-24,tablet,direct,Amsterdam,4,8,54.6
2152,2026-08-13,mobile,paid_search,Rome,2,21,139.9
2153,2026-04-01,mobile,paid_search,Paris,7,9,291.2
2154,2026-06-19,mobile,paid_search,Paris,4,23,43.0
2155,2026-02-16,desktop,direct,Salzburg,3,19,57.8
2156,2026-08-06,mobile,email,Munich,3,4,254.2
2157,2026-04-25,mobile,paid_search,Hamburg,5,15,93.8
2158,2026-07-31,desktop,organic_search,Frankfurt,2,15,262.7
2159,2026-01-01,mobile,paid_search,Paris,1,9,38.1
2160,2026-05-12,mobile,email,Frankfurt,5,15,78.8
2161,2026-07-14,desktop,organic_search,Salzburg,2,15,29.5
2162,2026-02-04,desktop,paid_search,Amsterdam,7,18,78.2
2163,2026-08-02,mobile,organic_search,Barcelona,1,5,85.5
2164,2026-07-09,desktop,direct,Hamburg,6,9,103.8
2165,2026-04-29,mobile,organic_search,Frankfurt,7,12,169.1
2166,2026-08-09,mobile,paid_search,Rome,5,13,243.2
2167,2026-07-24,desktop,paid_search,Paris,5,20,30.7
2168,2026-02-13,mobile,paid_search,Salzburg,7,20,123.6
2169,2026-01-02,mobile,direct,Barcelona,6,22,180.1
2170,2026-02-28,desktop,organic_search,Salzburg,1,8,79.1
2171,2026-04-16,mobile,direct,Zurich,6,3,28.3
2172,2026-06-15,mobile,organic_search,Paris,4,10,184.9
2173,2026-02-11,mobile,direct,Barcelona,1,18,61.5
2174,2026-03-13,tablet,organic_search,Barcelona,2,19,251.3
2175,2026-04-05,desktop,direct,Barcelona,4,3,20.8
2176,2026-05-08,desktop,direct,Berlin,1,20,136.2
2177,2026-04-13,mobile,organic_search,Rome,7,19,274.8
2178,2026-04-14,mobile,email,Zurich,2,21,41.1
2179,2026-06-14,tablet,organic_search,Salzburg,6,21,149.7
2180,2026-06-11,mobile,organic_search,Paris,2,17,29.9
2181,2026-07-14,desktop,organic_search,Amsterdam,5,23,58.0
2182,2026-08-19,mobile,organic_search,Zurich,7,5,79.7
2183,2026-08-16,mobile,affiliate,Paris,5,5,119.8
2184,2026-07-27,mobile,paid_search,Salzburg,7,13,154.8
2185,2026-03-14,mobile,organic_search,Salzburg,3,3,45.8
2186,2026-06-13,desktop,paid_search,Munich,2,16,22.6
2187,2026-06-16,desktop,direct,Berlin,3,11,174.6
2188,2026-06-14,mobile,affiliate,Frankfurt,5,10,49.0
2189,2026-07-22,desktop,direct,Berlin,1,8,267.8
2190,2026-07-08,desktop,organic_search,Salzburg,3,24,47.6
2191,2026-04-07,desktop,organic_search,Barcelona,5,12,16.1
2192,2026-02-23,mobile,affiliate,Cologne,5,21,190.3
2193,2026-05-16,desktop,direct,Berlin,2,6,89.3
2194,2026-05-24,mobile,organic_search,Rome,2,5,267.9
2195,2026-06-16,mobile,direct,Amsterdam,3,19,115.7
2196,2026-01-14,mobile,organic_search,Munich,3,19,77.7
2197,2026-01-20,mobile,paid_search,Rome,1,17,265.6
2198,2026-06-26,desktop,organic_search,Vienna,3,10,119.3
2199,2026-05-31,mobile,affiliate,Salzburg,7,11,82.2
2200,2026-06-26,desktop,paid_search,Barcelona,5,3,80.7
2201,2026-05-12,desktop,organic_search,Hamburg,2,18,175.3
2202,2026-07-19,desktop,email,Hamburg,7,22,55.0
2203,2026-03-16,mobile,paid_search,Paris,4,10,297.6
2204,2026-05-08,mobile,direct,Munich,3,17,66.4
2205,2026-08-29,tablet,email,Salzburg,3,15,35.6
2206,2026-08-25,mobile,organic_search,Cologne,6,8,28.0
2207,2026-01-20,mobile,paid_search,Hamburg,2,12,166.1
2208,2026-01-31,mobile,organic_search,Rome,7,7,232.5
2209,2026-08-19,mobile,email,Frankfurt,6,10,151.8
2210,2026-05-20,desktop,paid_search,Paris,1,9,168.3
2211,2026-06-04,tablet,paid_search,Barcelona,2,4,155.2
2212,2026-01-04,mobile,direct,Zurich,4,18,107.7
2213,2026-01-15,desktop,affiliate,Salzburg,3,9,104.5
2214,2026-06-18,desktop,paid_search,Munich,6,15,42.7
2215,2026-02-13,desktop,organic_search,Salzburg,6,13,214.7
2216,2026-07-08,mobile,paid_search,Paris,7,12,304.8
2217,2026-07-09,desktop,organic_search,Berlin,3,9,62.5
2218,2026-08-20,desktop,paid_search,Rome,1,21,27.8
2219,2026-02-17,mobile,paid_search,Vienna,4,24,106.2
2220,2026-04-02,desktop,paid_search,Vienna,7,6,147.9
2221,2026-01-12,mobile,paid_search,Amsterdam,6,7,206.4
2222,2026-05-10,desktop,direct,Barcelona,2,23,330.3
2223,2026-05-13,desktop,organic_search,Hamburg,3,11,141.2
2224,2026-01-25,desktop,paid_search,Amsterdam,5,20,109.8
2225,2026-08-30,mobile,paid_search,Paris,4,18,127.5
2226,2026-05-21,desktop,direct,Hamburg,5,23,11.2
2227,2026-04-02,mobile,paid_search,Berlin,3,8,40.8
2228,2026-07-12,mobile,organic_search,Cologne,2,18,123.2
2229,2026-04-17,mobile,direct,Cologne,1,14,158.5
2230,2026-06-25,mobile,organic_search,Vienna,6,15,93.4
2231,2026-07-07,desktop,paid_search,Berlin,5,18,188.4
2232,2026-07-19,mobile,paid_search,Salzburg,7,19,129.5
2233,2026-05-25,mobile,email,Cologne,3,24,138.8
2234,2026-03-13,tablet,direct,Salzburg,5,7,125.8
2235,2026-03-07,mobile,direct,Cologne,1,14,206.8
2236,2026-08-27,mobile,organic_search,Rome,7,11,111.0
2237,2026-05-13,desktop,paid_search,Vienna,7,19,103.5
2238,2026-05-15,mobile,organic_search,Paris,3,19,102.7
2239,2026-04-22,mobile,paid_search,Rome,4,20,95.8
2240,2026-05-18,mobile,organic_search,Amsterdam,2,18,161.5
2241,2026-01-04,desktop,organic_search,Cologne,1,10,99.3
2242,2026-05-28,desktop,paid_search,Rome,2,12,115.0
2243,2026-01-27,mobile,direct,Hamburg,3,13,92.7
2244,2026-05-14,mobile,paid_search,Barcelona,3,13,91.0
2245,2026-05-27,mobile,organic_search,Hamburg,6,22,35.1
2246,2026-08-17,mobile,paid_search,Salzburg,2,10,17.2
2247,2026-02-06,desktop,paid_search,Munich,2,17,57.9
2248,2026-08-01,tablet,affiliate,Salzburg,7,15,164.4
2249,2026-07-06,desktop,organic_search,Munich,1,3,231.2
2250,2026-07-05,desktop,direct,Rome,7,9,44.7
2251,2026-04-29,desktop,direct,Cologne,7,22,50.5
2252,2026-07-23,mobile,email,Paris,3,14,171.1
2253,2026-01-21,mobile,email,Hamburg,5,11,35.5
2254,2026-04-28,desktop,paid_search,Barcelona,1,12,96.3
2255,2026-08-19,desktop,direct,Berlin,4,18,30.3
2256,2026-05-24,desktop,paid_search,Salzburg,1,16,233.0
2257,2026-07-22,mobile,email,Paris,6,10,162.7
2258,2026-05-18,mobile,direct,Hamburg,6,15,77.8
2259,2026-06-04,desktop,organic_search,Berlin,3,14,77.1
2260,2026-06-22,mobile,organic_search,Zurich,3,5,159.6
2261,2026-06-30,mobile,affiliate,Amsterdam,5,13,165.1
2262,2026-04-16,mobile,paid_search,Cologne,7,7,42.3
2263,2026-06-10,mobile,direct,Cologne,1,4,66.6
2264,2026-03-24,desktop,email,Zurich,1,23,10.7
2265,2026-01-04,mobile,organic_search,Salzburg,3,11,212.4
2266,2026-01-25,desktop,organic_search,Cologne,4,20,211.4
2267,2026-05-31,tablet,affiliate,Berlin,1,8,102.2
2268,2026-05-23,mobile,direct,Frankfurt,6,6,132.2
2269,2026-03-01,desktop,direct,Berlin,2,16,65.9
2270,2026-04-18,mobile,paid_search,Barcelona,4,7,49.3
2271,2026-08-18,mobile,organic_search,Frankfurt,6,24,43.2
2272,2026-07-16,mobile,organic_search,Berlin,4,7,18.4
2273,2026-04-09,mobile,organic_search,Amsterdam,3,20,59.1
2274,2026-05-12,mobile,organic_search,Amsterdam,5,7,50.0
2275,2026-06-20,desktop,affiliate,Paris,1,23,131.1
2276,2026-06-23,mobile,email,Barcelona,3,17,302.5
2277,2026-02-06,mobile,direct,Vienna,7,13,77.6
2278,2026-03-09,desktop,organic_search,Frankfurt,7,9,23.4
2279,2026-04-25,tablet,paid_search,Amsterdam,4,4,40.4
2280,2026-08-07,mobile,organic_search,Hamburg,6,14,44.6
2281,2026-01-26,desktop,organic_search,Salzburg,2,8,160.0
2282,2026-06-25,desktop,organic_search,Cologne,7,12,181.3
2283,2026-04-09,mobile,direct,Paris,3,13,129.4
2284,2026-04-08,mobile,paid_search,Hamburg,3,6,32.8
2285,2026-05-16,mobile,direct,Salzburg,1,10,185.4
2286,2026-02-17,mobile,direct,Cologne,3,7,23.0
2287,2026-06-03,mobile,paid_search,Cologne,3,13,113.7
2288,2026-04-30,mobile,organic_search,Amsterdam,7,15,155.0
2289,2026-04-06,mobile,affiliate,Amsterdam,3,22,95.9
2290,2026-02-05,mobile,direct,Rome,7,7,94.4
2291,2026-02-08,mobile,organic_search,Rome,7,3,54.6
2292,2026-02-19,desktop,direct,Rome,7,16,35.2
2293,2026-06-09,desktop,paid_search,Rome,5,7,237.6
2294,2026-04-05,desktop,direct,Munich,4,14,93.8
2295,2026-01-03,mobile,direct,Barcelona,5,24,83.0
2296,2026-07-31,mobile,organic_search,Rome,7,11,228.4
2297,2026-07-15,mobile,direct,Munich,7,16,17.9
2298,2026-06-19,mobile,paid_search,Barcelona,1,22,292.7
2299,2026-06-13,mobile,direct,Vienna,2,11,89.9
2300,2026-06-08,mobile,paid_search,Frankfurt,4,6,99.5
2301,2026-07-07,mobile,organic_search,Vienna,4,7,55.7
2302,2026-08-13,mobile,organic_search,Vienna,5,3,80.0
2303,2026-08-24,mobile,direct,Paris,5,12,25.7
2304,2026-03-11,mobile,organic_search,Rome,3,20,112.5
2305,2026-03-21,mobile,direct,Munich,4,20,214.1
2306,2026-02-10,desktop,email,Rome,6,7,81.6
2307,2026-05-09,tablet,affiliate,Vienna,2,24,114.0
2308,2026-04-11,mobile,affiliate,Rome,2,13,95.5
2309,2026-06-03,mobile,email,Amsterdam,2,8,185.4
2310,2026-05-30,mobile,paid_search,Amsterdam,3,5,59.7
2311,2026-05-22,mobile,organic_search,Berlin,1,20,185.8
2312,2026-01-04,mobile,organic_search,Frankfurt,1,22,60.9
2313,2026-06-03,tablet,organic_search,Rome,2,3,113.8
2314,2026-02-05,mobile,organic_search,Frankfurt,7,16,112.0
2315,2026-08-16,mobile,paid_search,Amsterdam,4,19,208.7
2316,2026-01-09,mobile,direct,Frankfurt,6,24,254.6
2317,2026-04-28,mobile,affiliate,Munich,6,21,58.4
2318,2026-04-06,mobile,paid_search,Vienna,2,13,82.8
2319,2026-07-28,mobile,affiliate,Amsterdam,5,9,241.7
2320,2026-01-03,desktop,email,Paris,5,24,76.8
2321,2026-06-02,mobile,direct,Zurich,7,18,30.2
2322,2026-07-19,desktop,organic_search,Vienna,1,8,286.3
2323,2026-07-09,mobile,direct,Munich,7,24,171.5
2324,2026-03-12,mobile,direct,Rome,3,13,93.0
2325,2026-03-21,tablet,direct,Paris,2,17,55.3
2326,2026-02-21,mobile,paid_search,Salzburg,4,13,45.3
2327,2026-03-21,desktop,affiliate,Salzburg,5,16,46.9
2328,2026-04-13,desktop,organic_search,Barcelona,4,13,157.0
2329,2026-08-15,mobile,organic_search,Salzburg,6,4,214.4
2330,2026-08-04,mobile,direct,Munich,3,15,32.2
2331,2026-07-21,mobile,affiliate,Amsterdam,1,7,64.5
2332,2026-04-08,mobile,organic_search,Hamburg,4,4,24.1
2333,2026-05-03,mobile,organic_search,Hamburg,4,8,77.1
2334,2026-05-03,desktop,direct,Hamburg,3,22,74.6
2335,2026-04-22,tablet,direct,Zurich,6,6,109.3
2336,2026-02-17,desktop,paid_search,Hamburg,6,18,11.6
2337,2026-03-02,mobile,organic_search,Cologne,4,5,84.0
2338,2026-05-21,mobile,paid_search,Barcelona,2,15,129.1
2339,2026-02-20,mobile,paid_search,Rome,3,22,109.3
2340,2026-01-19,desktop,organic_search,Cologne,6,11,151.2
2341,2026-02-24,mobile,paid_search,Rome,4,7,119.7
2342,2026-08-09,mobile,organic_search,Cologne,6,10,14.9
2343,2026-08-16,tablet,direct,Barcelona,1,21,225.9
2344,2026-01-14,tablet,direct,Berlin,7,22,200.9
2345,2026-03-06,mobile,affiliate,Hamburg,1,23,53.0
2346,2026-07-14,tablet,email,Cologne,5,7,82.9
2347,2026-04-19,mobile,organic_search,Vienna,1,12,41.2
2348,2026-02-21,desktop,paid_search,Salzburg,3,10,131.5
2349,2026-06-15,mobile,paid_search,Paris,3,9,137.0
2350,2026-06-08,mobile,direct,Berlin,4,8,193.2
2351,2026-06-06,desktop,organic_search,Frankfurt,4,20,86.2
2352,2026-04-04,mobile,affiliate,Frankfurt,1,3,114.9
2353,2026-07-06,tablet,direct,Cologne,7,24,42.7
2354,2026-02-28,mobile,email,Vienna,4,20,159.7
2355,2026-04-02,mobile,direct,Hamburg,7,6,221.7
2356,2026-08-06,mobile,affiliate,Vienna,2,15,178.6
2357,2026-03-22,desktop,email,Berlin,3,10,256.1
2358,2026-01-30,mobile,paid_search,Munich,2,7,83.9
2359,2026-05-02,desktop,direct,Berlin,7,19,30.1
2360,2026-06-13,mobile,affiliate,Zurich,4,11,6.6
2361,2026-06-03,mobile,affiliate,Hamburg,2,3,71.1
2362,2026-03-04,mobile,affiliate,Rome,4,11,84.0
2363,2026-08-29,mobile,direct,Frankfurt,2,11,156.7
2364,2026-06-29,mobile,direct,Cologne,5,9,76.8
2365,2026-05-23,desktop,paid_search,Salzburg,4,5,39.9
2366,2026-06-29,mobile,organic_search,Berlin,6,18,141.3
2367,2026-07-05,mobile,paid_search,Salzburg,3,20,119.8
2368,2026-05-20,mobile,organic_search,Salzburg,2,22,182.0
2369,2026-08-12,desktop,organic_search,Vienna,4,8,218.2
2370,2026-03-11,desktop,organic_search,Amsterdam,3,14,207.9
2371,2026-01-01,mobile,paid_search,Rome,1,16,122.7
2372,2026-05-22,mobile,organic_search,Amsterdam,3,7,93.3
2373,2026-03-03,mobile,email,Barcelona,5,15,16.6
2374,2026-07-19,mobile,affiliate,Vienna,5,10,151.7
2375,2026-01-01,desktop,direct,Frankfurt,2,23,177.0
2376,2026-07-10,mobile,paid_search,Berlin,5,19,41.2
2377,2026-08-07,desktop,affiliate,Salzburg,3,4,16.6
2378,2026-08-13,mobile,paid_search,Paris,1,8,72.7
2379,2026-04-04,mobile,direct,Rome,7,13,222.0
2380,2026-07-17,tablet,direct,Munich,1,3,86.6
2381,2026-05-21,desktop,direct,Hamburg,7,22,24.8
2382,2026-01-06,mobile,email,Rome,1,23,125.5
2383,2026-04-27,desktop,organic_search,Frankfurt,3,14,48.3
2384,2026-06-23,tablet,email,Salzburg,5,10,235.6
2385,2026-07-02,mobile,organic_search,Zurich,3,24,40.6
2386,2026-04-02,tablet,paid_search,Frankfurt,2,5,95.3
2387,2026-03-31,mobile,organic_search,Vienna,6,8,39.0
2388,2026-06-06,tablet,paid_search,Rome,3,16,132.7
2389,2026-01-03,desktop,paid_search,Salzburg,6,13,98.3
2390,2026-07-25,mobile,direct,Paris,1,7,210.3
2391,2026-03-28,mobile,paid_search,Berlin,1,20,179.8
2392,2026-05-22,desktop,affiliate,Munich,4,13,82.4
2393,2026-04-24,mobile,paid_search,Vienna,3,12,83.8
2394,2026-04-07,mobile,organic_search,Amsterdam,7,8,97.0
2395,2026-04-09,mobile,organic_search,Paris,4,8,125.2
2396,2026-07-08,mobile,email,Paris,7,22,450.8
2397,2026-03-08,mobile,affiliate,Paris,4,5,161.7
2398,2026-08-18,mobile,direct,Vienna,5,10,88.4
2399,2026-01-24,mobile,direct,Amsterdam,1,21,22.0
2400,2026-04-12,mobile,direct,Cologne,3,22,18.7
2401,2026-01-07,desktop,direct,Paris,5,6,16.5
2402,2026-04-06,mobile,affiliate,Rome,3,14,216.4
2403,2026-08-09,desktop,paid_search,Barcelona,5,5,64.2
2404,2026-05-16,tablet,direct,Amsterdam,4,23,232.5
2405,2026-01-16,tablet,direct,Hamburg,6,11,77.2
2406,2026-06-14,mobile,paid_search,Amsterdam,5,20,60.0
2407,2026-04-07,desktop,paid_search,Amsterdam,5,23,166.4
2408,2026-01-30,desktop,paid_search,Cologne,1,21,14.8
2409,2026-01-19,mobile,affiliate,Paris,1,15,293.5
2410,2026-04-17,tablet,organic_search,Frankfurt,5,7,39.7
2411,2026-01-27,mobile,organic_search,Zurich,2,10,97.8
2412,2026-06-07,mobile,direct,Paris,5,22,72.6
2413,2026-06-06,mobile,paid_search,Barcelona,4,23,167.7
2414,2026-08-02,mobile,direct,Barcelona,2,10,69.9
2415,2026-08-12,desktop,direct,Amsterdam,3,9,233.8
2416,2026-08-14,desktop,paid_search,Berlin,3,14,206.7
2417,2026-03-26,desktop,paid_search,Berlin,5,3,152.5
2418,2026-03-03,mobile,direct,Amsterdam,2,17,35.5
2419,2026-06-30,tablet,organic_search,Berlin,1,10,14.9
2420,2026-04-13,mobile,direct,Amsterdam,3,22,125.2
2421,2026-07-08,mobile,paid_search,Amsterdam,3,16,150.7
2422,2026-07-20,mobile,email,Hamburg,4,9,99.3
2423,2026-06-04,mobile,direct,Cologne,2,22,99.9
2424,2026-04-25,desktop,paid_search,Rome,3,19,274.3
2425,2026-07-30,mobile,direct,Vienna,5,16,35.6
2426,2026-05-04,mobile,organic_search,Amsterdam,2,15,112.9
2427,2026-02-15,mobile,paid_search,Cologne,1,15,172.2
2428,2026-01-27,mobile,paid_search,Munich,7,7,296.2
2429,2026-01-19,mobile,direct,Hamburg,3,18,55.5
2430,2026-01-26,tablet,organic_search,Hamburg,4,9,110.6
2431,2026-04-21,tablet,direct,Cologne,6,7,86.5
2432,2026-05-23,tablet,organic_search,Amsterdam,4,23,131.1
2433,2026-05-10,mobile,organic_search,Vienna,5,22,179.8
2434,2026-03-30,tablet,paid_search,Vienna,4,4,131.3
2435,2026-04-01,mobile,organic_search,Cologne,4,15,56.6
2436,2026-05-07,mobile,paid_search,Zurich,4,10,110.7
2437,2026-08-12,desktop,paid_search,Paris,4,14,108.5
2438,2026-06-25,desktop,paid_search,Barcelona,1,22,32.0
2439,2026-01-30,mobile,affiliate,Paris,1,17,597.7
2440,2026-03-08,mobile,direct,Vienna,1,13,69.3
2441,2026-08-14,mobile,paid_search,Munich,6,5,173.5
2442,2026-07-28,mobile,affiliate,Cologne,6,7,12.0
2443,2026-04-13,desktop,paid_search,Hamburg,3,16,75.6
2444,2026-03-03,mobile,direct,Salzburg,7,13,40.1
2445,2026-07-21,mobile,paid_search,Munich,2,5,65.1
2446,2026-07-21,mobile,email,Vienna,4,5,34.2
2447,2026-04-02,desktop,paid_search,Zurich,3,14,150.6
2448,2026-01-23,desktop,organic_search,Frankfurt,5,18,48.0
2449,2026-05-03,mobile,paid_search,Salzburg,2,21,145.1
2450,2026-05-30,mobile,paid_search,Salzburg,2,21,56.7
2451,2026-06-16,mobile,paid_search,Munich,6,6,60.8
2452,2026-08-08,mobile,direct,Hamburg,1,3,141.4
2453,2026-04-25,mobile,direct,Zurich,1,11,37.3
2454,2026-08-09,mobile,organic_search,Vienna,2,6,107.2
2455,2026-07-31,mobile,organic_search,Frankfurt,4,16,53.0
2456,2026-01-11,desktop,organic_search,Salzburg,4,16,115.2
2457,2026-05-10,desktop,paid_search,Vienna,5,17,203.7
2458,2026-02-05,mobile,paid_search,Zurich,5,12,185.3
2459,2026-01-05,mobile,paid_search,Amsterdam,1,6,35.0
2460,2026-01-10,mobile,email,Munich,4,13,10.3
2461,2026-07-13,mobile,paid_search,Berlin,4,10,202.7
2462,2026-07-29,mobile,direct,Amsterdam,7,20,201.8
2463,2026-04-30,mobile,affiliate,Rome,3,3,124.9
2464,2026-08-27,desktop,direct,Amsterdam,6,17,115.4
2465,2026-06-12,desktop,direct,Munich,6,20,8.6
2466,2026-01-12,mobile,direct,Rome,4,17,73.8
2467,2026-03-20,desktop,paid_search,Salzburg,7,20,167.2
2468,2026-06-09,mobile,affiliate,Berlin,1,21,25.5
