click_id,session_id,hotel_id,provider_name,list_position
997,2623,97,Booking.com,18
998,2625,86,Expedia,7
999,2626,199,Agoda,3
1000,2630,13,Booking.com,10
1001,2634,38,HRS,17
1002,2638,93,Agoda,11
1003,2639,131,Hotels.com,13
1004,2641,84,HRS,11
1005,2643,43,Booking.com,12
1006,2645,198,HRS,3
1007,2646,144,Hotels.com,6
1008,2648,1,Booking.com,13
1009,2664,190,Agoda,17
1010,2670,78,Expedia,8
1011,2672,181,Agoda,4
1012,2675,100,Expedia,15
1013,2681,187,Booking.com,3
1014,2687,187,HRS,7
1015,2690,1,Expedia,13
1016,2693,17,Expedia,15
1017,2694,178,Agoda,10
1018,2695,61,Hotels.com,3
1019,2697,98,HRS,2
1020,2699,25,Hotels.com,18
1021,2704,109,Booking.com,18
1022,2706,89,Hotels.com,4
1023,2708,139,HRS,8
1024,2710,217,Hotels.com,10
1025,2711,171,Expedia,1
1026,2713,175,Agoda,18
1027,2716,172,HRS,11
1028,2726,87,Hotels.com,14
1029,2729,45,Expedia,9
1030,2730,170,Agoda,10
1031,2731,72,Booking.com,6
1032,2732,181,Expedia,4
1033,2733,79,Booking.com,5
1034,2735,22,HRS,15
1035,2736,101,Expedia,17
1036,2739,137,HRS,17
1037,2743,39,HRS,7
1038,2747,117,Booking.com,8
1039,2751,208,Booking.com,18
1040,2754,10,Hotels.com,18
1041,2756,35,Agoda,12
1042,2759,84,Booking.com,6
1043,2764,66,Agoda,9
1044,2774,79,Agoda,11
1045,2775,149,HRS,14
1046,2776,147,Agoda,8
1047,2777,116,Hotels.com,3
1048,2780,81,HRS,13
1049,2784,205,HRS,7
1050,2786,93,Agoda,1
1051,2788,51,Hotels.com,7
1052,2792,8,Hotels.com,8
1053,2795,172,Expedia,9
1054,2796,53,HRS,19
1055,2799,156,HRS,10
1056,2803,11,Booking.com,12
1057,2805,98,HRS,2
1058,2806,11,Booking.com,9
1059,2808,7,Expedia,12
1060,2811,45,Agoda,3
1061,2812,182,Expedia,2
1062,2813,52,Hotels.com,12
1063,2815,185,Agoda,13
1064,2818,141,Booking.com,12
1065,2819,157,Expedia,10
1066,2820,183,Expedia,3
1067,2822,48,Hotels.com,1
1068,2824,42,HRS,5
1069,2825,196,Agoda,5
1070,2828,5,Agoda,19
1071,2836,150,Expedia,14
1072,2838,39,Hotels.com,14
1073,2840,216,HRS,1
1074,2841,59,Hotels.com,13
1075,2847,46,Booking.com,5
1076,2848,50,Hotels.com,19
1077,2849,41,HRS,7
1078,2850,72,Expedia,7
1079,2855,173,HRS,14
1080,2856,34,Hotels.com,8
1081,2857,176,Hotels.com,4
1082,2858,58,Expedia,17
1083,2862,85,Agoda,15
1084,2865,212,Hotels.com,11
1085,2867,134,Booking.com,17
1086,2868,93,Booking.com,4
1087,2869,88,Expedia,9
1088,2876,118,HRS,13
1089,2881,92,HRS,4
1090,2882,199,Expedia,6
1091,2883,72,HRS,4
1092,2885,47,HRS,6
1093,2888,15,Expedia,17
1094,2893,5,Hotels.com,13
1095,2894,27,Expedia,14
1096,2895,173,HRS,13
1097,2896,149,Expedia,15
1098,2900,95,HRS,17
1099,2901,214,Expedia,8
1100,2906,24,Hotels.com,7
1101,2907,107,Expedia,10
1102,2914,187,Booking.com,8
1103,2915,164,HRS,6
1104,2917,128,Expedia,3
1105,2918,179,Expedia,8
1106,2920,59,Hotels.com,19
1107,2928,68,Booking.com,19
1108,2932,47,HRS,10
1109,2933,147,HRS,3
1110,2937,98,Booking.com,18
1111,2942,6,HRS,14
1112,2943,130,Hotels.com,17
1113,2952,54,Hotels.com,16
1114,2956,210,Booking.com,2
1115,2957,209,HRS,14
1116,2958,44,Hotels.com,14
1117,2960,116,Booking.com,19
1118,2962,161,Expedia,2
1119,2964,174,Agoda,5
1120,2967,14,Agoda,15
1121,2968,73,HRS,11
1122,2969,137,Agoda,12
1123,2976,12,HRS,5
1124,2978,135,Booking.com,13
1125,2981,165,Expedia,9
1126,2987,57,HRS,2
1127,2989,12,Agoda,17
1128,2994,136,Expedia,7
1129,2999,200,Agoda,8
1130,3004,9,Booking.com,13
1131,3006,53,HRS,1
1132,3007,101,Agoda,2
1133,3010,117,Expedia,19
1134,3018,26,Hotels.com,6
1135,3019,98,Hotels.com,3
1136,3020,188,Expedia,14
1137,3022,70,Hotels.com,13
1138,3030,4,Booking.com,19
1139,3031,210,Expedia,18
1140,3035,103,HRS,15
1141,3042,78,Hotels.com,3
1142,3044,136,HRS,16
1143,3046,105,Expedia,1
1144,3047,147,Agoda,3
1145,3049,77,Booking.com,15
1146,3050,83,Expedia,4
1147,3052,178,HRS,8
1148,3053,194,HRS,4
1149,3054,98,HRS,18
1150,3055,170,Booking.com,17
1151,3057,36,Hotels.com,15
1152,3058,167,HRS,16
1153,3061,119,Expedia,4
1154,3064,52,Expedia,10
1155,3068,143,HRS,1
1156,3070,20,HRS,9
1157,3074,65,Expedia,12
1158,3076,137,Booking.com,8
1159,3079,72,HRS,11
1160,3087,3,Hotels.com,15
1161,3088,101,Hotels.com,6
1162,3090,89,Agoda,3
1163,3091,119,Hotels.com,8
1164,3101,169,Expedia,12
1165,3102,25,Expedia,4
1166,3106,174,Hotels.com,3
1167,3109,5,Booking.com,18
1168,3110,84,Hotels.com,8
1169,3113,150,Booking.com,3
1170,3116,214,Agoda,14
1171,3119,216,Hotels.com,3
1172,3121,111,Booking.com,19
1173,3127,75,HRS,5
1174,3129,7,Agoda,15
1175,3131,112,Agoda,17
1176,3134,214,Booking.com,14
1177,3136,13,Booking.com,1
1178,3137,87,Expedia,15
1179,3139,125,HRS,3
1180,3140,13,Booking.com,13
1181,3141,74,Expedia,11
1182,3143,163,Expedia,13
1183,3146,182,Agoda,1
1184,3147,105,Expedia,10
1185,3149,209,Hotels.com,4
1186,3151,184,Agoda,18
1187,3153,184,Booking.com,16
1188,3155,29,Agoda,15
1189,3156,39,HRS,3
1190,3157,29,Booking.com,17
1191,3158,216,Hotels.com,10
1192,3159,158,Agoda,12
1193,3161,166,HRS,14
1194,3166,215,Booking.com,8
1195,3167,170,HRS,19
1196,3169,84,Hotels.com,18
1197,3178,119,Expedia,16
1198,3179,142,Hotels.com,12
1199,3188,106,Booking.com,1
1200,3190,78,Booking.com,11
1201,3191,163,Agoda,15
1202,3194,40,Agoda,17
1203,3195,69,Booking.com,11
1204,3200,55,HRS,1
1205,3204,67,HRS,7
1206,3206,146,Booking.com,7
1207,3208,92,Expedia,6
1208,3210,158,Expedia,1
1209,3211,2,HRS,5
1210,3212,168,Hotels.com,4
1211,3213,191,Expedia,18
1212,3214,33,Agoda,14
1213,3216,26,HRS,12
1214,3219,172,HRS,7
1215,3222,61,HRS,18
1216,3226,190,Expedia,9
1217,3227,114,HRS,6
1218,3238,105,Booking.com,14
1219,3239,163,Hotels.com,16
1220,3243,72,Expedia,9
1221,3244,157,Agoda,2
1222,3246,206,HRS,8
1223,3248,54,Expedia,8
1224,3250,43,Agoda,4
1225,3252,214,Agoda,4
1226,3253,90,Hotels.com,8
1227,3257,136,Agoda,11
1228,3258,125,HRS,13
1229,3259,21,Booking.com,8
1230,3260,14,HRS,14
1231,3261,209,Hotels.com,13
1232,3262,218,Booking.com,7
1233,3267,160,Expedia,17
1234,3272,31,Hotels.com,18
1235,3273,174,HRS,5
1236,3276,215,Expedia,14
1237,3277,113,Agoda,7
1238,3279,12,Booking.com,14
1239,3280,6,Expedia,7
1240,3287,80,Expedia,15
1241,3288,43,Booking.com,15
1242,3290,73,Hotels.com,8
1243,3291,89,Booking.com,2
1244,3292,178,Expedia,9
1245,3295,159,HRS,16
1246,3297,157,HRS,15
1247,3299,90,Booking.com,14
1248,3300,168,Agoda,16
1249,3304,192,Expedia,9
1250,3305,65,Booking.com,15
1251,3306,211,Hotels.com,14
1252,3312,186,Booking.com,10
1253,3313,66,Hotels.com,1
1254,3318,3,Expedia,3
1255,3319,50,Agoda,3
1256,3320,173,Agoda,17
1257,3321,69,Agoda,19
1258,3323,208,Hotels.com,19
1259,3325,102,Booking.com,16
1260,3327,98,Expedia,14
1261,3332,189,Hotels.com,2
1262,3334,30,Expedia,4
1263,3336,27,Booking.com,7
1264,3339,140,HRS,5
1265,3341,211,HRS,17
1266,3342,152,Booking.com,16
1267,3343,46,HRS,12
1268,3347,160,Agoda,15
1269,3349,202,Hotels.com,13
1270,3354,126,Agoda,19
1271,3357,103,Expedia,16
1272,3358,13,Expedia,6
1273,3360,86,Booking.com,14
1274,3361,148,Booking.com,10
1275,3362,65,Agoda,9
1276,3365,126,HRS,6
1277,3367,67,Agoda,4
1278,3368,22,HRS,3
1279,3372,150,Booking.com,19
1280,3382,74,Hotels.com,13
1281,3383,59,Agoda,16
1282,3386,18,HRS,3
1283,3390,194,Booking.com,9
1284,3392,127,HRS,2
1285,3393,124,Agoda,14
1286,3394,117,Booking.com,5
1287,3397,93,Agoda,3
1288,3398,190,Expedia,9
1289,3399,165,HRS,9
1290,3401,109,HRS,17
1291,3403,134,Expedia,11
1292,3404,19,Agoda,11
1293,3405,63,Booking.com,9
1294,3406,126,Booking.com,18
1295,3408,87,Booking.com,14
1296,3410,17,Agoda,16
1297,3412,210,HRS,2
1298,3413,89,HRS,3
1299,3417,198,HRS,17
1300,3418,192,Agoda,10
1301,3420,174,Agoda,2
1302,3421,121,Booking.com,17
1303,3424,132,Agoda,19
1304,3425,130,Booking.com,1
1305,3426,101,Agoda,16
1306,3429,124,Hotels.com,5
1307,3431,137,Agoda,9
1308,3437,114,Agoda,18
1309,3438,170,Hotels.com,14
1310,3439,109,Booking.com,10
1311,3440,30,Expedia,2
1312,3441,108,Hotels.com,13
1313,3443,185,Agoda,6
1314,3444,49,Expedia,17
1315,3447,209,Booking.com,1
1316,3449,49,Agoda,18
1317,3456,91,Agoda,19
1318,3457,150,Agoda,4
1319,3458,173,Expedia,6
1320,3459,197,Hotels.com,10
1321,3465,76,Expedia,6
1322,3470,162,Hotels.com,4
1323,3471,42,Hotels.com,14
1324,3476,144,HRS,12
1325,3477,9,Booking.com,8
1326,3481,98,Booking.com,5
1327,3482,191,Booking.com,10
1328,3484,100,HRS,3
1329,3485,145,Agoda,4
1330,3494,183,HRS,4
1331,3496,9,Booking.com,15
1332,3500,204,Hotels.com,15
1333,3504,103,Expedia,3
1334,3506,147,Booking.com,4
1335,3508,23,Booking.com,12
1336,3509,12,Expedia,2
1337,3510,100,Booking.com,16
1338,3514,11,HRS,10
1339,3516,139,Expedia,4
1340,3519,1,Booking.com,4
1341,3521,204,Expedia,11
1342,3523,60,Agoda,11
1343,3525,45,Expedia,8
1344,3526,11,Hotels.com,2
1345,3528,129,Agoda,11
1346,3534,124,Booking.com,16
1347,3536,171,Hotels.com,10
1348,3552,2,Booking.com,2
1349,3557,133,Booking.com,11
1350,3559,22,Agoda,16
1351,3561,6,Agoda,8
1352,3562,116,Agoda,9
1353,3567,109,Agoda,5
1354,3568,175,HRS,19
1355,3569,213,Hotels.com,10
1356,3570,2,Booking.com,11
1357,3571,45,Expedia,18
1358,3572,175,Booking.com,7
1359,3574,198,Agoda,19
1360,3576,141,Agoda,2
1361,3578,142,Hotels.com,14
1362,3580,102,Hotels.com,7
1363,3581,160,HRS,2
1364,3590,91,Agoda,19
1365,3591,54,Hotels.com,13
1366,3594,179,Booking.com,10
1367,3596,5,Booking.com,16
1368,3600,163,Booking.com,9
1369,3602,210,Expedia,2
1370,3608,11,HRS,2
1371,3610,39,Hotels.com,13
1372,3615,85,Booking.com,2
1373,3620,143,Hotels.com,10
1374,3622,198,Expedia,4
1375,3624,33,Booking.com,10
1376,3626,183,Expedia,1
1377,3629,220,Hotels.com,2
1378,3631,59,Booking.com,17
1379,3633,111,Expedia,19
1380,3636,148,Agoda,16
1381,3638,29,Hotels.com,3
1382,3644,48,Booking.com,5
1383,3647,92,HRS,12
1384,3648,128,HRS,7
1385,3650,176,Hotels.com,10
1386,3652,186,Agoda,9
1387,3653,42,Expedia,2
1388,3654,145,Hotels.com,14
1389,3657,145,HRS,19
1390,3658,116,Hotels.com,11
1391,3659,20,Expedia,14
1392,3665,124,Expedia,3
1393,3668,62,Expedia,9
1394,3671,18,Booking.com,17
1395,3675,155,Hotels.com,6
1396,3676,202,Booking.com,19
1397,3677,53,Expedia,6
1398,3678,67,Agoda,16
1399,3695,200,Agoda,9
1400,3698,217,Expedia,16
1401,3700,119,Hotels.com,7
1402,3701,121,Hotels.com,5
1403,3703,77,Booking.com,19
1404,3705,178,Expedia,11
1405,3706,177,Agoda,15
1406,3707,139,Agoda,15
1407,3710,162,Booking.com,7
1408,3712,170,Booking.com,5
1409,3716,165,Expedia,1
1410,3717,170,Hotels.com,19
1411,3718,74,Booking.com,9
1412,3720,59,Agoda,13
1413,3724,9,Booking.com,6
1414,3730,116,Booking.com,4
1415,3731,213,Booking.com,14
1416,3733,95,Hotels.com,18
1417,3737,181,HRS,9
1418,3739,8,Hotels.com,18
1419,3741,137,Hotels.com,16
1420,3742,64,Hotels.com,16
1421,3744,47,Hotels.com,19
1422,3746,79,HRS,18
1423,3750,35,HRS,13
1424,3753,157,HRS,6
1425,3754,87,Agoda,7
1426,3758,158,Expedia,8
1427,3759,71,Hotels.com,16
1428,3760,105,Agoda,12
1429,3761,88,Hotels.com,12
1430,3767,83,Booking.com,12
1431,3768,171,Hotels.com,4
1432,3772,90,Agoda,19
1433,3774,25,Agoda,14
1434,3775,8,HRS,1
1435,3777,179,Booking.com,19
1436,3780,215,HRS,18
1437,3781,218,HRS,7
1438,3782,26,Expedia,2
1439,3783,35,Agoda,10
1440,3787,98,Booking.com,14
1441,3788,159,HRS,10
1442,3791,61,Booking.com,14
1443,3793,13,Booking.com,2
1444,3794,34,Booking.com,9
1445,3797,141,Agoda,11
1446,3804,183,Hotels.com,6
1447,3808,153,Agoda,18
1448,3810,56,HRS,14
1449,3814,93,Booking.com,10
1450,3815,125,Hotels.com,9
1451,3817,108,Hotels.com,9
1452,3818,56,HRS,19
1453,3819,207,Booking.com,6
1454,3822,1,Agoda,7
1455,3826,71,Expedia,8
1456,3827,185,Booking.com,14
1457,3828,84,HRS,1
1458,3829,134,Agoda,1
1459,3830,101,HRS,3
1460,3832,122,Agoda,9
1461,3834,190,Agoda,8
1462,3835,155,Hotels.com,9
1463,3836,59,Hotels.com,10
1464,3837,183,HRS,9
1465,3838,10,Agoda,1
1466,3840,185,HRS,4
1467,3846,28,HRS,19
1468,3847,128,Hotels.com,16
1469,3855,168,Booking.com,1
1470,3856,107,Agoda,15
1471,3859,25,Agoda,8
1472,3860,68,Agoda,2
1473,3863,19,Hotels.com,3
1474,3865,113,Expedia,16
1475,3868,75,HRS,11
1476,3873,29,Hotels.com,9
1477,3876,162,HRS,9
1478,3877,42,Expedia,1
1479,3878,49,HRS,13
1480,3887,20,Agoda,13
1481,3888,8,Agoda,5
1482,3892,3,Agoda,14
1483,3893,174,Expedia,11
1484,3897,120,Hotels.com,10
1485,3899,194,Expedia,13
1486,3901,56,Booking.com,18
1487,3903,10,HRS,16
1488,3905,210,Expedia,18
1489,3910,55,Agoda,14
1490,3912,24,Hotels.com,9
1491,3913,216,Agoda,4
1492,3916,5,HRS,12
1493,3920,170,Hotels.com,6
1494,3921,137,Agoda,16
1495,3926,38,Agoda,1
1496,3927,209,Booking.com,8
1497,3929,155,Expedia,3
1498,3930,3,HRS,3
1499,3931,138,Hotels.com,7
1500,3932,111,Hotels.com,14
1501,3936,7,Booking.com,16
1502,3937,94,HRS,12
1503,3939,3,HRS,8
1504,3941,29,Expedia,7
1505,3943,59,Booking.com,10
1506,3944,214,Booking.com,12
1507,3945,61,Expedia,11
1508,3948,132,Agoda,2
1509,3949,32,Expedia,4
1510,3950,120,Booking.com,7
1511,3951,169,Agoda,18
1512,3953,187,Hotels.com,4
1513,3955,196,Agoda,10
1514,3956,179,Hotels.com,9
1515,3960,200,HRS,8
1516,3966,45,Expedia,4
1517,3968,1,Hotels.com,12
1518,3970,188,Hotels.com,15
1519,3972,26,Booking.com,7
1520,3974,220,Booking.com,1
1521,3976,59,Agoda,13
1522,3983,76,Expedia,15
1523,3984,7,Agoda,5
1524,3986,46,Booking.com,17
1525,3990,186,Booking.com,4
1526,3993,210,Hotels.com,5
1527,3994,170,Expedia,14
1528,3996,211,Hotels.com,14
1529,3997,132,HRS,3
1530,3999,171,Booking.com,6
1531,4009,153,Agoda,11
1532,4011,74,Agoda,3
1533,4013,15,Booking.com,1
1534,4015,38,HRS,14
1535,4016,64,HRS,18
1536,4019,195,Booking.com,9
1537,4026,90,HRS,8
1538,4027,112,Booking.com,11
1539,4034,80,HRS,12
1540,4035,61,Agoda,17
1541,4036,113,Booking.com,6
1542,4041,220,Booking.com,4
1543,4045,122,Hotels.com,16
1544,4051,117,Agoda,2
1545,4052,89,Booking.com,11
1546,4056,76,Agoda,19
1547,4057,128,Hotels.com,11
1548,4060,103,Expedia,19
1549,4061,154,Expedia,5
1550,4065,15,Booking.com,8
1551,4067,36,Expedia,9
1552,4068,111,HRS,14
1553,4069,13,Agoda,16
1554,4077,174,Booking.com,12
1555,4080,168,HRS,10
1556,4082,85,HRS,4
1557,4083,151,Booking.com,12
1558,4085,96,Hotels.com,11
1559,4086,185,Expedia,18
1560,4087,198,HRS,5
1561,4088,48,HRS,8
1562,4096,202,Agoda,9
1563,4101,110,Hotels.com,17
1564,4106,12,Booking.com,16
1565,4108,91,Hotels.com,1
1566,4110,50,Hotels.com,13
1567,4111,96,Expedia,13
1568,4113,156,Expedia,3
1569,4114,187,Agoda,11
1570,4121,68,Hotels.com,3
1571,4123,139,Hotels.com,8
1572,4124,154,Booking.com,3
1573,4126,137,Agoda,15
1574,4127,149,Hotels.com,9
1575,4129,116,Hotels.com,13
1576,4131,20,HRS,2
1577,4133,139,Expedia,11
1578,4134,211,Hotels.com,7
1579,4135,113,Booking.com,2
1580,4136,81,Expedia,13
1581,4138,118,Expedia,16
1582,4141,91,Agoda,6
1583,4143,209,Hotels.com,3
1584,4144,98,Agoda,18
1585,4146,27,Expedia,3
1586,4148,11,Booking.com,9
1587,4155,134,Booking.com,2
1588,4156,134,Agoda,14
1589,4158,208,Booking.com,11
1590,4159,186,HRS,1
1591,4161,116,Agoda,11
1592,4163,172,Booking.com,13
1593,4165,35,Booking.com,10
1594,4171,125,Hotels.com,1
1595,4175,166,HRS,9
1596,4176,153,Agoda,3
1597,4178,190,HRS,2
1598,4179,163,Booking.com,18
1599,4180,127,HRS,14
1600,4186,49,Hotels.com,3
1601,4188,60,HRS,9
1602,4192,185,Booking.com,19
1603,4194,216,Expedia,10
1604,4196,44,HRS,10
1605,4198,57,HRS,4
1606,4199,70,Agoda,5
1607,4200,28,HRS,1
1608,4204,58,HRS,19
1609,4208,15,Booking.com,3
1610,4209,44,Booking.com,5
1611,4212,8,Hotels.com,19
1612,4213,175,Hotels.com,8
1613,4214,151,Hotels.com,7
1614,4216,81,Hotels.com,17
1615,4220,49,Hotels.com,2
1616,4228,160,Expedia,19
1617,4229,210,Booking.com,2
1618,4230,214,HRS,16
1619,4231,12,Hotels.com,17
1620,4232,17,Agoda,19
1621,4234,153,Hotels.com,7
1622,4235,80,Expedia,7
1623,4240,51,HRS,9
1624,4246,10,Booking.com,16
1625,4247,25,Booking.com,6
1626,4249,54,Hotels.com,9
1627,4251,123,Booking.com,18
1628,4255,75,Booking.com,8
1629,4256,159,Hotels.com,7
1630,4260,105,Expedia,8
1631,4261,3,Booking.com,1
1632,4264,95,Expedia,15
1633,4266,70,Hotels.com,6
1634,4267,11,Hotels.com,18
1635,4268,94,Booking.com,15
1636,4269,152,Booking.com,18
1637,4271,72,Booking.com,13
1638,4273,43,Agoda,19
1639,4279,36,Agoda,3
1640,4280,106,Agoda,13
1641,4285,70,Agoda,7
1642,4287,203,Hotels.com,5
1643,4291,2,Agoda,3
1644,4292,161,HRS,14
1645,4295,90,Agoda,16
1646,4297,208,HRS,2
1647,4299,10,Booking.com,3
1648,4300,97,Agoda,11
1649,4309,96,Booking.com,6
1650,4312,195,Agoda,12
1651,4314,128,HRS,4
1652,4315,149,Hotels.com,19
1653,4317,47,Booking.com,5
1654,4318,140,Booking.com,6
1655,4322,175,Expedia,6
1656,4324,12,HRS,13
1657,4327,61,Booking.com,14
1658,4328,35,Hotels.com,6
1659,4329,28,Expedia,13
1660,4330,180,Expedia,8
1661,4332,165,Expedia,2
1662,4334,184,Hotels.com,4
1663,4337,40,Expedia,2
1664,4338,182,Agoda,7
1665,4339,120,Agoda,17
1666,4342,119,Hotels.com,14
1667,4343,202,Expedia,13
1668,4344,42,HRS,13
1669,4345,97,Agoda,15
1670,4346,60,Expedia,4
1671,4348,86,Expedia,17
1672,4349,104,Hotels.com,16
1673,4351,172,Hotels.com,7
1674,4356,5,HRS,15
1675,4359,95,Hotels.com,9
1676,4360,87,Hotels.com,2
1677,4364,5,Agoda,17
1678,4366,146,HRS,4
1679,4370,38,Expedia,17
1680,4372,88,Expedia,9
1681,4380,61,Agoda,14
1682,4382,45,Agoda,13
1683,4383,146,Agoda,6
1684,4384,107,Booking.com,3
1685,4385,177,Hotels.com,12
1686,4386,59,HRS,18
1687,4391,205,Agoda,18
1688,4392,178,HRS,13
1689,4395,190,Booking.com,19
1690,4398,67,HRS,1
1691,4400,102,Hotels.com,15
1692,4401,198,Agoda,19
1693,4404,189,Booking.com,16
1694,4405,51,Booking.com,19
1695,4407,19,Booking.com,16
1696,4414,117,Booking.com,9
1697,4416,38,Expedia,6
1698,4418,162,Agoda,4
1699,4423,128,Expedia,2
1700,4424,163,Expedia,17
1701,4426,206,HRS,5
1702,4428,138,HRS,14
1703,4431,97,Booking.com,18
1704,4433,11,HRS,6
1705,4435,103,Expedia,4
1706,4436,213,Agoda,9
1707,4437,105,Booking.com,13
1708,4439,7,Booking.com,12
1709,4441,82,Expedia,6
1710,4442,32,Hotels.com,1
1711,4444,42,HRS,10
1712,4445,163,Expedia,9
1713,4449,144,Hotels.com,11
1714,4455,89,Hotels.com,6
1715,4456,218,Expedia,8
1716,4458,13,Hotels.com,15
1717,4459,220,HRS,14
1718,4460,157,HRS,9
1719,4463,155,Hotels.com,5
1720,4465,198,Hotels.com,11
1721,4468,41,Hotels.com,10
1722,4469,44,Expedia,9
1723,4475,125,Agoda,5
1724,4480,175,Agoda,9
1725,4481,75,Expedia,4
1726,4482,50,HRS,11
1727,4486,136,HRS,15
1728,4489,175,Agoda,7
1729,4490,101,Agoda,10
1730,4492,116,HRS,2
1731,4494,3,Booking.com,16
1732,4499,48,Hotels.com,15
1733,4503,184,HRS,18
1734,4506,16,HRS,19
1735,4508,217,Expedia,5
1736,4509,70,Booking.com,4
1737,4513,27,HRS,9
1738,4514,125,Hotels.com,19
1739,4515,95,Booking.com,10
1740,4524,195,Hotels.com,16
1741,4525,87,Expedia,6
1742,4528,100,Hotels.com,7
1743,4532,2,Agoda,13
1744,4535,30,Hotels.com,14
1745,4536,133,HRS,5
1746,4539,26,Booking.com,8
1747,4544,97,Hotels.com,9
1748,4548,192,Booking.com,14
1749,4549,15,HRS,18
1750,4551,167,HRS,14
1751,4553,58,Hotels.com,13
1752,4554,120,Booking.com,13
1753,4556,26,HRS,14
1754,4557,11,Hotels.com,7
1755,4559,50,Hotels.com,12
1756,4560,144,Expedia,10
1757,4564,219,Booking.com,16
1758,4568,59,Agoda,15
1759,4569,103,Hotels.com,6
1760,4572,30,Agoda,2
1761,4577,145,Hotels.com,1
1762,4583,133,Hotels.com,19
1763,4584,24,Agoda,5
1764,4587,217,HRS,13
1765,4593,161,Booking.com,17
1766,4594,56,Expedia,17
1767,4599,176,Hotels.com,12
1768,4600,79,HRS,17
1769,4601,200,Expedia,10
1770,4603,93,Expedia,17
1771,4606,117,HRS,15
1772,4616,124,Expedia,5
1773,4617,69,Booking.com,12
1774,4622,171,Hotels.com,10
1775,4624,28,Agoda,18
1776,4626,187,Agoda,6
1777,4630,100,Booking.com,1
1778,4634,124,Hotels.com,14
1779,4640,142,Hotels.com,15
1780,4644,12,Booking.com,12
1781,4646,51,Booking.com,9
1782,4649,147,HRS,17
1783,4650,5,Agoda,6
1784,4654,211,Booking.com,5
1785,4655,140,Hotels.com,14
1786,4656,101,Agoda,7
1787,4657,142,HRS,10
1788,4664,132,Agoda,16
1789,4671,155,Booking.com,14
1790,4672,205,Booking.com,7
1791,4673,177,HRS,19
1792,4675,7,Agoda,7
1793,4676,123,Expedia,16
1794,4677,204,Booking.com,13
1795,4680,28,HRS,19
1796,4682,51,Expedia,2
1797,4683,15,Hotels.com,10
1798,4688,84,HRS,2
1799,4689,137,Expedia,8
1800,4691,13,HRS,3
1801,4692,54,Agoda,11
1802,4695,149,Expedia,17
1803,4696,41,Expedia,17
1804,4697,72,Expedia,8
1805,4699,153,Hotels.com,16
1806,4701,209,Expedia,16
1807,4704,100,Agoda,14
1808,4705,186,HRS,10
1809,4709,77,Hotels.com,18
1810,4711,139,HRS,5
1811,4712,24,Booking.com,9
1812,4713,160,Booking.com,12
1813,4717,104,Booking.com,6
1814,4718,129,Hotels.com,9
1815,4719,171,HRS,7
1816,4721,149,Agoda,17
1817,4722,157,HRS,18
1818,4727,139,Expedia,18
1819,4728,172,HRS,3
1820,4729,78,Hotels.com,1
1821,4730,100,Hotels.com,8
1822,4734,173,Booking.com,8
1823,4738,148,Agoda,17
1824,4739,97,Agoda,9
1825,4740,8,Booking.com,5
1826,4743,175,HRS,6
1827,4744,220,Agoda,9
1828,4745,136,Booking.com,16
1829,4749,141,Agoda,1
1830,4752,34,Agoda,3
1831,4753,89,Expedia,8
1832,4754,87,HRS,6
1833,4755,62,Hotels.com,8
1834,4759,129,HRS,17
1835,4761,94,Expedia,18
1836,4764,131,Booking.com,19
1837,4766,199,Booking.com,19
1838,4769,206,Booking.com,4
1839,4773,44,Agoda,8
1840,4774,32,Expedia,4
1841,4778,211,Booking.com,5
1842,4779,166,Expedia,3
1843,4780,167,Agoda,12
1844,4782,73,Expedia,14
1845,4783,118,Expedia,19
1846,4786,86,Expedia,11
1847,4790,215,Booking.com,8
1848,4791,1,Agoda,6
1849,4793,161,HRS,18
1850,4796,88,Booking.com,2
1851,4799,104,Agoda,16
1852,4801,136,Agoda,6
1853,4807,211,Agoda,13
1854,4808,213,Hotels.com,9
1855,4810,120,Expedia,12
1856,4811,162,Booking.com,12
1857,4812,37,Hotels.com,5
1858,4814,174,Expedia,15
1859,4815,200,Agoda,4
1860,4817,40,HRS,1
1861,4818,48,Expedia,12
1862,4820,33,HRS,4
1863,4824,117,Hotels.com,9
1864,4827,145,HRS,18
1865,4828,209,Booking.com,10
1866,4829,171,Hotels.com,19
1867,4833,167,Agoda,4
1868,4837,65,Expedia,18
1869,4839,46,Hotels.com,18
1870,4840,189,HRS,14
1871,4845,131,Agoda,6
1872,4847,218,Booking.com,2
1873,4849,40,Hotels.com,18
1874,4856,123,Agoda,7
1875,4860,187,Booking.com,18
1876,4863,49,Booking.com,1
1877,4865,11,Agoda,1
1878,4867,127,Agoda,4
1879,4869,208,Expedia,11
1880,4874,116,Expedia,15
1881,4875,49,HRS,15
1882,4881,102,Expedia,12
1883,4884,188,Hotels.com,18
1884,4886,102,HRS,3
1885,4888,192,Booking.com,9
1886,4889,28,HRS,10
1887,4894,24,Expedia,16
1888,4897,16,Expedia,8
1889,4902,97,Expedia,10
1890,4907,47,Agoda,16
1891,4910,146,HRS,5
1892,4912,106,HRS,18
1893,4916,173,Expedia,17
1894,4918,147,HRS,10
1895,4922,64,Expedia,15
1896,4924,66,Booking.com,5
1897,4926,167,Booking.com,6
1898,4927,39,HRS,17
1899,4929,28,Hotels.com,5
1900,4932,24,Booking.com,9
1901,4933,93,Hotels.com,3
1902,4934,203,HRS,16
1903,4937,112,Expedia,19
